Brand,Model,Capacity,Energy Rating,Type,Features,Color,Material,Warranty Period,Country of Manufacture,Price,Random Numeric Feature 1,Random Text Feature 2,Irrelevant Category Feature 3
Haier,Model13869,553.0,A++,Double Door,Water Dispenser,Silver,Glass,9.0,USA,444.0,2016.0,Text13869,Category1
Samsung,Model13870,603.0,,,Smart Connectivity,White,Plastic,3.0,USA,1373.0,2985.0,Text13870,Category1
Bosch,Model13871,386.0,B,Side-by-Side,Smart Connectivity,Silver,Glass,7.0,Germany,1757.0,4494.0,Text13871,Category1
Frigidaire,Model13872,696.0,A,Double Door,,Silver,Glass,3.0,USA,,3867.0,Text13872,
GE,Model13873,256.0,B,Single Door,Smart Connectivity,Gray,Plastic,,China,1057.0,4609.0,Text13873,Category3
Electrolux,Model13874,354.0,,Side-by-Side,Smart Connectivity,White,Plastic,6.0,China,816.0,4073.0,Text13874,Category2
Electrolux,Model13875,575.0,A++,Single Door,Smart Connectivity,Silver,Stainless Steel,4.0,China,1095.0,2330.0,Text13875,Category2
Electrolux,,118.0,B,Side-by-Side,Smart Connectivity,White,Glass,8.0,Germany,635.0,,Text13876,Category1
Br@ndX,Model13877,149.0,A++,Side-by-Side,Ice Dispenser,Silver,Plastic,2.0,Germany,1768.0,1655.0,Text13877,Category3
Frigidaire,Model13878,543.0,A,Single Door,,Black,Glass,4.0,India,1071.0,3076.0,Text13878,Category1
Samsung,Model13879,247.0,A+,Double Door,Smart Connectivity,Black,Plastic,5.0,USA,770.0,2008.0,Text13879,Category2
Electrolux,Model13880,462.0,B,Double Door,Water Dispenser,Gray,Plastic,5.0,USA,,2883.0,Text13880,Category2
Bosch,Model13881,551.0,B,Double Door,Ice Dispenser,Gray,Plastic,5.0,China,1786.0,1078.0,Text13881,
Frigidaire,Model13882,489.0,A+,Double Door,Water Dispenser,Black,Plastic,4.0,Germany,1914.0,2248.0,Text13882,Category2
Samsung,,143.0,A+,Single Door,Ice Dispenser,White,Glass,6.0,China,1417.0,2058.0,Text13883,Category1
Haier,Model13884,283.0,A+,,Water Dispenser,Black,Glass,1.0,Germany,690.0,3790.0,Text13884,Category2
LG,Model13885,674.0,A,Single Door,None,Silver,Stainless Steel,1.0,Germany,458.0,2814.0,Text13885,Category3
LG,Model13886,403.0,A,Double Door,Water Dispenser,Gray,Plastic,7.0,China,1745.0,1527.0,Text13886,Category2
LG,Model13887,352.0,B,Double Door,Ice Dispenser,Gray,Stainless Steel,5.0,China,257.0,3143.0,Text13887,Category3
Haier,Model13888,211.0,A+,Side-by-Side,Ice Dispenser,Silver,Plastic,2.0,Germany,387.0,3475.0,Text13888,Category2
LG,Model13889,264.0,A++,Side-by-Side,None,White,Stainless Steel,6.0,India,1851.0,3444.0,Text13889,Category2
Samsung,Model13890,600.0,A+,Side-by-Side,Water Dispenser,Silver,Plastic,,USA,590.0,1607.0,Text13890,Category2
Whirlpool,Model13891,236.0,A++,Double Door,Water Dispenser,White,Plastic,,USA,1909.0,4345.0,,Category1
Haier,Model13892,317.0,A+,Double Door,,Gray,Stainless Steel,8.0,China,1571.0,3033.0,Text13892,Category2
Samsung,Model13893,193.0,A,Double Door,Ice Dispenser,Gray,Stainless Steel,9.0,Germany,988.0,2289.0,Text13893,Category1
LG,Model13894,721.0,B,Side-by-Side,Water Dispenser,White,Glass,1.0,China,1782.0,4680.0,Text13894,Category1
Panasonic,Model13895,227.0,A+,,Ice Dispenser,Silver,Plastic,2.0,Germany,1300.0,4841.0,Text13895,Category1
Samsung,Model13896,553.0,B,Double Door,Smart Connectivity,Silver,Plastic,3.0,USA,1178.0,1804.0,Text13896,Category1
GE,Model13897,232.0,A+,Side-by-Side,Ice Dispenser,White,Stainless Steel,9.0,Germany,1019.0,2629.0,Text13897,Category2
LG,Model13898,252.0,B,Double Door,Water Dispenser,Silver,Plastic,2.0,USA,1463.0,2972.0,Text13898,Category3
Frigidaire,Model13899,794.0,B,Double Door,Ice Dispenser,Gray,,7.0,India,1434.0,4631.0,,Category1
Frigidaire,Model13900,449.0,A,Single Door,Water Dispenser,Black,Plastic,5.0,Germany,935.0,2946.0,Text13900,Category3
Siemens,Model13901,234.0,,Side-by-Side,None,Silver,Plastic,5.0,Germany,607.0,2298.0,Text13901,Category3
Whirlpool,Model13902,179.0,B,Side-by-Side,Smart Connectivity,,Glass,2.0,Germany,317.0,4506.0,Text13902,Category3
LG,Model13903,755.0,B,Side-by-Side,Smart Connectivity,,Stainless Steel,5.0,USA,977.0,1083.0,Text13903,
Bosch,Model13904,683.0,A++,Side-by-Side,Ice Dispenser,White,,7.0,Germany,1572.0,3405.0,,Category1
Haier,Model13905,282.0,,Double Door,Smart Connectivity,White,Plastic,1.0,Germany,506.0,3033.0,Text13905,Category1
Panasonic,Model13906,380.0,A++,Single Door,None,Gray,Plastic,1.0,USA,1288.0,3523.0,Text13906,Category3
Electrolux,,177.0,A,Single Door,Ice Dispenser,Black,Stainless Steel,2.0,Germany,375.0,2418.0,Text13907,Category3
Frigidaire,Model13908,677.0,B,Single Door,Smart Connectivity,Gray,Plastic,9.0,USA,1204.0,1047.0,Text13908,
Samsung,Model13909,794.0,B,Double Door,None,Gray,Glass,2.0,USA,760.0,1482.0,Text13909,Category2
Frigidaire,Model13910,511.0,B,Side-by-Side,Smart Connectivity,Silver,Glass,9.0,China,1734.0,3728.0,Text13910,Category1
Bosch,Model13911,502.0,,Single Door,None,White,,9.0,China,1193.0,3575.0,Text13911,Category1
Br@ndX,Model13912,246.0,B,Double Door,Smart Connectivity,Black,Glass,3.0,Germany,1512.0,3435.0,Text13912,Category2
Panasonic,Model13913,188.0,A++,,None,White,Stainless Steel,8.0,,454.0,2983.0,Text13913,Category1
GE,Model13914,499.0,,Side-by-Side,,Silver,Glass,2.0,India,970.0,2604.0,,Category3
Electrolux,Model13915,166.0,A+,Single Door,Smart Connectivity,Black,Plastic,1.0,India,1378.0,3713.0,Text13915,Category1
Whirlpool,Model13916,,A+,Double Door,Ice Dispenser,Gray,Stainless Steel,3.0,India,809.0,4778.0,Text13916,Category1
Samsung,,567.0,,Single Door,None,Gray,Stainless Steel,4.0,India,622.0,2583.0,Text13917,Category3
Frigidaire,Model13918,636.0,B,Single Door,Smart Connectivity,Black,Glass,4.0,India,1120.0,2711.0,Text13918,Category2
Bosch,Model13919,766.0,B,Side-by-Side,Water Dispenser,Black,Plastic,3.0,China,1167.0,3581.0,Text13919,Category3
Whirlpool,Model13920,593.0,,Single Door,Ice Dispenser,White,Stainless Steel,1.0,China,840.0,2442.0,Text13920,Category1
Frigidaire,Model13921,600.0,A+,Side-by-Side,Ice Dispenser,Silver,Plastic,,,1790.0,1253.0,Text13921,Category3
Electrolux,Model13922,450.0,A++,Side-by-Side,Water Dispenser,Black,Glass,9.0,India,1766.0,,Text13922,Category2
Electrolux,Model13923,142.0,A,Double Door,Ice Dispenser,White,Glass,9.0,India,353.0,4302.0,Text13923,Category1
Haier,Model13924,449.0,A,Single Door,Ice Dispenser,Gray,Stainless Steel,5.0,Germany,570.0,4825.0,Text13924,Category3
Electrolux,Model13925,735.0,A,Double Door,None,White,Stainless Steel,6.0,China,429.0,3144.0,Text13925,
Samsung,Model13926,,A++,Side-by-Side,Ice Dispenser,White,Plastic,9.0,India,1699.0,4666.0,Text13926,Category3
Haier,Model13927,130.0,,Side-by-Side,,Gray,Stainless Steel,9.0,China,502.0,4948.0,Text13927,Category3
Panasonic,Model13928,477.0,B,Double Door,Water Dispenser,Silver,Glass,2.0,India,1576.0,2281.0,Text13928,Category3
Whirlpool,Model13929,496.0,A+,Double Door,Smart Connectivity,White,Plastic,,China,1124.0,3533.0,Text13929,Category2
Frigidaire,Model13930,363.0,A,Single Door,Water Dispenser,Black,Stainless Steel,2.0,Germany,1715.0,,Text13930,Category1
LG,Model13931,430.0,A,Double Door,None,White,Glass,4.0,India,1922.0,1865.0,Text13931,Category3
LG,Model13932,416.0,B,Double Door,None,Silver,Glass,6.0,China,1285.0,3237.0,Text13932,Category3
GE,Model13933,414.0,A,Single Door,Water Dispenser,Gray,Glass,9.0,India,1232.0,2362.0,Text13933,
Siemens,Model13934,586.0,B,Double Door,Smart Connectivity,White,Stainless Steel,,India,1926.0,2115.0,Text13934,Category1
Whirlpool,Model13935,635.0,A++,Side-by-Side,None,Gray,Glass,6.0,USA,1036.0,,Text13935,
Whirlpool,Model13936,269.0,,Double Door,Smart Connectivity,White,Stainless Steel,3.0,China,884.0,3109.0,Text13936,Category1
Whirlpool,Model13937,671.0,,Side-by-Side,,White,Stainless Steel,9.0,Germany,,1816.0,,Category3
Panasonic,Model13938,786.0,A+,Side-by-Side,Smart Connectivity,White,Plastic,2.0,China,1940.0,2026.0,Text13938,Category3
Haier,Model13939,625.0,A++,Side-by-Side,Smart Connectivity,Silver,Plastic,3.0,India,773.0,3277.0,Text13939,Category1
Haier,Model13940,421.0,A,Double Door,Smart Connectivity,White,Glass,1.0,India,1949.0,1212.0,,Category1
Whirlpool,Model13941,462.0,B,Single Door,None,Black,Glass,2.0,India,802.0,4209.0,Text13941,Category1
Haier,Model13942,133.0,A+,Double Door,Ice Dispenser,Black,Stainless Steel,6.0,USA,1941.0,,Text13942,Category2
Samsung,Model13943,538.0,A+,Single Door,Water Dispenser,Gray,Plastic,7.0,India,939.0,4713.0,Text13943,Category3
Haier,Model13944,379.0,A,Single Door,Smart Connectivity,Silver,Plastic,8.0,Germany,890.0,1954.0,Text13944,Category2
Bosch,Model13945,,A++,Side-by-Side,None,Gray,Plastic,,India,1355.0,1315.0,Text13945,Category3
Electrolux,Model13946,393.0,A,Double Door,None,White,Stainless Steel,9.0,India,438.0,4014.0,Text13946,Category1
Whirlpool,Model13947,503.0,A+,Single Door,Water Dispenser,Gray,Plastic,3.0,Germany,584.0,4088.0,Text13947,Category3
Haier,Model13948,758.0,A++,Side-by-Side,Smart Connectivity,Silver,Stainless Steel,6.0,India,670.0,1989.0,Text13948,Category2
GE,Model13949,104.0,A++,Side-by-Side,Water Dispenser,White,Stainless Steel,7.0,India,1773.0,4711.0,Text13949,Category1
GE,Model13950,680.0,B,Single Door,Water Dispenser,Silver,Stainless Steel,7.0,India,904.0,4344.0,Text13950,Category3
Electrolux,Model13951,142.0,A,Single Door,Ice Dispenser,White,Glass,3.0,China,909.0,1005.0,Text13951,Category2
Siemens,Model13952,238.0,A+,Double Door,Water Dispenser,Gray,Plastic,9.0,USA,1288.0,1710.0,Text13952,Category1
Samsung,Model13953,316.0,A,Single Door,None,White,Plastic,6.0,India,1370.0,1697.0,Text13953,Category2
Panasonic,Model13954,239.0,B,Side-by-Side,Ice Dispenser,Silver,Stainless Steel,7.0,India,1079.0,4022.0,Text13954,Category1
Electrolux,Model13955,214.0,A+,Single Door,None,White,Glass,6.0,Germany,801.0,2132.0,Text13955,Category3
Electrolux,Model13956,579.0,A,Single Door,Ice Dispenser,Gray,Stainless Steel,7.0,USA,1409.0,,Text13956,Category2
Samsung,Model13957,405.0,A,Double Door,Smart Connectivity,Silver,Stainless Steel,3.0,USA,285.0,2338.0,Text13957,Category3
GE,Model13958,794.0,B,Side-by-Side,Water Dispenser,,Stainless Steel,1.0,USA,208.0,2327.0,Text13958,Category3
Haier,Model13959,,A,Single Door,Smart Connectivity,Black,Stainless Steel,8.0,China,961.0,3697.0,Text13959,Category1
Haier,Model13960,695.0,A++,Double Door,None,Silver,Glass,5.0,Germany,1512.0,4695.0,Text13960,Category3
Samsung,Model13961,-19.0,B,Single Door,Smart Connectivity,Silver,Plastic,5.0,China,1543.0,2453.0,Text13961,Category2
Samsung,Model13962,287.0,A++,Side-by-Side,None,Gray,Glass,1.0,USA,906.0,1021.0,Text13962,Category3
Frigidaire,Model13963,721.0,B,Single Door,Smart Connectivity,Gray,Plastic,4.0,India,1634.0,4142.0,Text13963,Category2
Siemens,,558.0,A+,Side-by-Side,,White,Plastic,7.0,Germany,1378.0,2098.0,Text13964,Category1
Samsung,Model13965,573.0,A++,Side-by-Side,Water Dispenser,Silver,Stainless Steel,5.0,USA,1211.0,2176.0,Text13965,
Siemens,Model13966,419.0,A++,Side-by-Side,Ice Dispenser,White,Plastic,9.0,Germany,1408.0,1159.0,Text13966,Category1
Whirlpool,Model13967,462.0,A+,Side-by-Side,Smart Connectivity,Silver,Stainless Steel,7.0,China,1302.0,,Text13967,Category2
Siemens,Model13968,407.0,A,Double Door,Smart Connectivity,Gray,Stainless Steel,7.0,India,,3892.0,Text13968,Category1
Haier,Model13969,444.0,B,Single Door,Ice Dispenser,Silver,Stainless Steel,4.0,Germany,1345.0,1421.0,Text13969,Category1
Frigidaire,Model13970,336.0,A+,Double Door,Ice Dispenser,White,Plastic,7.0,USA,,4810.0,Text13970,Category1
Samsung,Model13971,369.0,A,,None,Silver,,2.0,China,1302.0,1912.0,Text13971,Category1
Haier,Model13972,642.0,A+,Side-by-Side,None,Gray,Stainless Steel,3.0,India,1376.0,3722.0,Text13972,Category1
LG,Model13973,713.0,A,Single Door,Smart Connectivity,White,Glass,4.0,India,,1015.0,Text13973,Category2
Frigidaire,Model13974,339.0,A,Side-by-Side,Water Dispenser,Gray,Glass,1.0,Germany,631.0,2194.0,Text13974,Category1
Samsung,Model13975,381.0,A++,Single Door,None,Gray,Glass,3.0,USA,419.0,3359.0,Text13975,Category3
Whirlpool,Model13976,414.0,A+,Double Door,Smart Connectivity,Gray,Stainless Steel,9.0,USA,1164.0,4800.0,Text13976,Category2
Haier,Model13977,621.0,A,Single Door,Ice Dispenser,White,Stainless Steel,2.0,USA,,1659.0,Text13977,Category1
Electrolux,Model13978,389.0,A++,Double Door,Water Dispenser,White,Glass,5.0,Germany,547.0,4065.0,Text13978,Category2
GE,Model13979,729.0,A+,Double Door,None,White,,6.0,China,645.0,1889.0,Text13979,Category2
Bosch,Model13980,691.0,B,Side-by-Side,Water Dispenser,White,Glass,6.0,China,310.0,2750.0,Text13980,Category3
Frigidaire,Model13981,219.0,A++,,Smart Connectivity,White,Plastic,7.0,China,1565.0,4162.0,Text13981,Category1
Siemens,Model13982,375.0,A+,Single Door,None,Black,,2.0,USA,1499.0,1597.0,Text13982,Category1
Frigidaire,Model13983,669.0,B,Double Door,Water Dispenser,Silver,Stainless Steel,,China,890.0,4527.0,Text13983,Category1
Whirlpool,Model13984,,B,Side-by-Side,Water Dispenser,White,Plastic,2.0,India,1714.0,2542.0,Text13984,Category2
Siemens,Model13985,625.0,B,Single Door,None,White,Stainless Steel,5.0,India,266.0,2839.0,Text13985,Category3
Bosch,,515.0,A++,,Ice Dispenser,Gray,Plastic,1.0,Germany,541.0,4198.0,Text13986,Category1
Whirlpool,Model13987,348.0,A+,Side-by-Side,None,Gray,Plastic,2.0,China,1475.0,4961.0,Text13987,Category2
Frigidaire,Model13988,782.0,A+,Side-by-Side,None,Silver,Glass,7.0,China,682.0,2504.0,Text13988,Category2
Electrolux,Model13989,387.0,A++,Single Door,Water Dispenser,Gray,Stainless Steel,4.0,Germany,,4684.0,Text13989,Category3
Panasonic,Model13990,309.0,A+,Double Door,Ice Dispenser,White,Glass,5.0,India,262.0,2245.0,Text13990,Category3
Bosch,Model13991,334.0,A+,Single Door,None,Gray,Plastic,6.0,USA,,2250.0,Text13991,
Panasonic,,733.0,A+,Single Door,None,Black,Glass,7.0,China,1005.0,2694.0,Text13992,Category3
Panasonic,Model13993,219.0,A,Side-by-Side,Smart Connectivity,Gray,Glass,1.0,India,1181.0,3525.0,Text13993,Category3
Bosch,Model13994,566.0,A,Single Door,Ice Dispenser,Silver,,1.0,China,,4525.0,Text13994,Category3
Frigidaire,Model13995,,A+,Double Door,Smart Connectivity,Black,Stainless Steel,6.0,China,1229.0,2950.0,Text13995,Category2
GE,Model13996,203.0,A,Double Door,None,Black,Glass,6.0,Germany,1021.0,2502.0,Text13996,Category1
Bosch,Model13997,,A++,Double Door,,White,Stainless Steel,4.0,USA,604.0,2319.0,Text13997,Category3
LG,Model13998,461.0,A,Side-by-Side,Ice Dispenser,Silver,Glass,5.0,Germany,513.0,1687.0,Text13998,Category2
Haier,Model13999,506.0,A+,Single Door,Ice Dispenser,Black,Plastic,3.0,India,1790.0,1193.0,Text13999,Category2
Bosch,Model14000,272.0,,Double Door,None,White,,5.0,USA,1975.0,,Text14000,Category3
Siemens,Model14001,659.0,B,,Smart Connectivity,Silver,Plastic,3.0,Germany,1726.0,3594.0,Text14001,Category3
Haier,Model14002,619.0,A++,Single Door,Smart Connectivity,White,Stainless Steel,5.0,India,1942.0,2089.0,Text14002,Category2
Haier,Model14003,408.0,A+,Side-by-Side,Ice Dispenser,Gray,Plastic,2.0,Germany,1436.0,2684.0,Text14003,Category3
Frigidaire,Model14004,126.0,A+,Single Door,Smart Connectivity,Silver,Glass,2.0,China,717.0,1443.0,Text14004,Category3
LG,Model14005,,A+,Side-by-Side,Smart Connectivity,Black,Stainless Steel,4.0,Germany,1278.0,2851.0,Text14005,Category1
LG,Model14006,,A+,Single Door,Ice Dispenser,Gray,Plastic,5.0,USA,737.0,,Text14006,Category3
Panasonic,Model14007,125.0,A++,Double Door,Water Dispenser,White,Glass,7.0,Germany,1633.0,,Text14007,
Haier,Model14008,366.0,A,Side-by-Side,Smart Connectivity,Silver,Plastic,7.0,Germany,,2662.0,Text14008,Category2
GE,Model14009,434.0,B,Side-by-Side,None,White,Plastic,1.0,China,1229.0,4037.0,Text14009,Category1
LG,Model14010,,B,Side-by-Side,None,Black,Stainless Steel,7.0,Germany,1624.0,1704.0,Text14010,Category3
Whirlpool,Model14011,188.0,A+,Side-by-Side,Smart Connectivity,White,Stainless Steel,6.0,China,763.0,4578.0,Text14011,Category1
Siemens,Model14012,689.0,A,Side-by-Side,None,White,Plastic,7.0,China,1219.0,2074.0,Text14012,Category2
Siemens,Model14013,194.0,A,Side-by-Side,Ice Dispenser,,Stainless Steel,7.0,Germany,950.0,4147.0,Text14013,Category1
Whirlpool,Model14014,680.0,A,Single Door,Water Dispenser,Black,,3.0,USA,1799.0,,Text14014,
Bosch,Model14015,569.0,B,Double Door,,White,Plastic,6.0,USA,1497.0,2743.0,Text14015,Category2
Samsung,Model14016,124.0,B,Double Door,Water Dispenser,,Glass,9.0,China,707.0,2755.0,Text14016,Category2
Haier,Model14017,713.0,B,Double Door,Water Dispenser,Gray,Plastic,2.0,China,,2894.0,Text14017,Category3
Frigidaire,Model14018,457.0,B,Double Door,Water Dispenser,Gray,Stainless Steel,7.0,India,,3035.0,Text14018,Category2
Electrolux,Model14019,380.0,B,Side-by-Side,Water Dispenser,Black,Stainless Steel,2.0,India,,3093.0,Text14019,Category1
Frigidaire,Model14020,640.0,,Double Door,Water Dispenser,Gray,Glass,3.0,USA,1188.0,2799.0,Text14020,Category1
LG,,,B,Side-by-Side,Ice Dispenser,White,Stainless Steel,5.0,Germany,1296.0,2918.0,Text14021,
Electrolux,Model14022,225.0,A+,Side-by-Side,None,Gray,Plastic,6.0,USA,335.0,4244.0,Text14022,Category2
Frigidaire,Model14023,478.0,A++,Double Door,Water Dispenser,Gray,Plastic,6.0,USA,867.0,1761.0,Text14023,Category1
LG,Model14024,-17.0,B,Single Door,Water Dispenser,White,Glass,5.0,India,876.0,3265.0,Text14024,Category2
GE,Model14025,246.0,B,Single Door,Ice Dispenser,White,Plastic,4.0,China,1267.0,4491.0,Text14025,Category2
GE,Model14026,756.0,A,Single Door,None,Silver,Glass,4.0,China,1956.0,3109.0,Text14026,Category3
Electrolux,Model14027,766.0,A,Side-by-Side,Ice Dispenser,Black,Stainless Steel,4.0,USA,1442.0,1382.0,Text14027,Category2
Siemens,Model14028,233.0,A,Double Door,Ice Dispenser,Silver,Plastic,9.0,India,999.0,3486.0,Text14028,Category3
Frigidaire,,641.0,A+,Double Door,Water Dispenser,Silver,Plastic,7.0,USA,1803.0,2795.0,Text14029,Category1
GE,Model14030,474.0,A++,Side-by-Side,None,Silver,Glass,8.0,Germany,856.0,2626.0,,Category2
Bosch,Model14031,558.0,A+,Single Door,None,White,Glass,7.0,India,1778.0,4664.0,Text14031,Category1
Siemens,Model14032,181.0,,Single Door,None,Black,Plastic,2.0,India,1406.0,3753.0,Text14032,Category1
Bosch,Model14033,720.0,B,Double Door,Ice Dispenser,Black,Stainless Steel,8.0,China,1239.0,1621.0,Text14033,Category3
Bosch,Model14034,790.0,A++,Single Door,Smart Connectivity,White,Glass,2.0,India,1026.0,4422.0,Text14034,Category2
LG,Model14035,240.0,A,Double Door,Water Dispenser,White,Plastic,7.0,India,440.0,2773.0,Text14035,Category3
GE,Model14036,718.0,A,Side-by-Side,Water Dispenser,Silver,Glass,2.0,Germany,1773.0,1502.0,Text14036,Category3
Haier,Model14037,789.0,A+,Side-by-Side,None,Silver,Stainless Steel,4.0,India,1082.0,3203.0,Text14037,Category1
Whirlpool,Model14038,722.0,B,Single Door,Water Dispenser,Black,Plastic,1.0,India,1724.0,4206.0,Text14038,Category3
LG,Model14039,592.0,A++,Single Door,Water Dispenser,White,Stainless Steel,3.0,India,1087.0,4523.0,Text14039,Category1
GE,Model14040,544.0,A+,Double Door,None,Silver,Glass,5.0,India,424.0,1569.0,Text14040,Category1
Samsung,Model14041,371.0,A++,,Smart Connectivity,White,Plastic,8.0,China,1175.0,2238.0,Text14041,Category3
Frigidaire,Model14042,349.0,A+,Single Door,Water Dispenser,Black,Plastic,4.0,USA,1914.0,3296.0,Text14042,Category1
GE,Model14043,209.0,A+,Single Door,Smart Connectivity,Silver,Stainless Steel,5.0,USA,894.0,1139.0,Text14043,Category2
Frigidaire,Model14044,701.0,A++,Single Door,Ice Dispenser,Silver,Plastic,7.0,China,1944.0,2769.0,Text14044,Category3
Samsung,Model14045,322.0,A+,Side-by-Side,Ice Dispenser,Black,Plastic,,USA,1284.0,4053.0,Text14045,Category3
GE,Model14046,590.0,A+,Single Door,Water Dispenser,Black,,7.0,India,1895.0,3109.0,Text14046,Category3
LG,Model14047,269.0,A+,Side-by-Side,Smart Connectivity,Black,Glass,8.0,USA,689.0,2886.0,Text14047,Category2
Panasonic,Model14048,264.0,A,Side-by-Side,Ice Dispenser,Gray,Glass,3.0,China,,2970.0,Text14048,Category1
Whirlpool,Model14049,447.0,B,Side-by-Side,Smart Connectivity,Black,Glass,6.0,USA,1005.0,4197.0,Text14049,Category3
Samsung,Model14050,542.0,B,Single Door,Smart Connectivity,Black,Plastic,2.0,USA,1380.0,1717.0,Text14050,Category2
Frigidaire,Model14051,306.0,A+,Single Door,None,Gray,Plastic,8.0,Germany,253.0,1692.0,Text14051,Category2
Panasonic,Model14052,588.0,A+,Side-by-Side,None,Black,Glass,6.0,China,954.0,1649.0,,Category3
Siemens,Model14053,503.0,A,Side-by-Side,Smart Connectivity,Black,Glass,6.0,India,1565.0,3440.0,Text14053,Category3
Panasonic,Model14054,773.0,A+,Side-by-Side,Ice Dispenser,Black,Glass,6.0,China,1080.0,4841.0,Text14054,Category2
Samsung,Model14055,349.0,A++,Side-by-Side,Smart Connectivity,Gray,Plastic,7.0,India,1556.0,3139.0,Text14055,Category1
Siemens,Model14056,356.0,A+,Side-by-Side,Water Dispenser,Black,Glass,3.0,China,345.0,2290.0,Text14056,Category3
LG,Model14057,733.0,B,Single Door,Smart Connectivity,Gray,Plastic,7.0,Germany,1705.0,3172.0,Text14057,Category3
Whirlpool,Model14058,315.0,A++,Single Door,Ice Dispenser,Silver,Plastic,7.0,India,772.0,2869.0,Text14058,Category3
